Results	Entity	Line	Column	Check
                    Identifier S_ADC1 reused	S_ADC1	4042	22	5.7 No identifier name should be reused
                    Identifier S_CANSAMPLER reused	S_CANSAMPLER	4027	22	5.7 No identifier name should be reused
                    Identifier S_CFLA reused	S_CFLA	3753	22	5.7 No identifier name should be reused
                    Identifier S_CMU reused	S_CMU	4067	22	5.7 No identifier name should be reused
                    Identifier S_CTUL reused	S_CTUL	4029	22	5.7 No identifier name should be reused
                    Identifier S_CURRENTMODE reused	S_CURRENTMODE	3745	22	5.7 No identifier name should be reused
                    Identifier S_DC reused	S_DC	3747	22	5.7 No identifier name should be reused
                    Identifier S_DFLA reused	S_DFLA	3752	22	5.7 No identifier name should be reused
                    Identifier S_DMA reused	S_DMA	3820	22	5.7 No identifier name should be reused
                    Identifier S_DMA_CH_MUX reused	S_DMA_CH_MUX	4001	22	5.7 No identifier name should be reused
                    Identifier S_DSPI0 reused	S_DSPI0	4018	22	5.7 No identifier name should be reused
                    Identifier S_DSPI1 reused	S_DSPI1	4017	22	5.7 No identifier name should be reused
                    Identifier S_DSPI2 reused	S_DSPI2	4016	22	5.7 No identifier name should be reused
                    Identifier S_DSPI3 reused	S_DSPI3	4015	22	5.7 No identifier name should be reused
                    Identifier S_DSPI4 reused	S_DSPI4	4014	22	5.7 No identifier name should be reused
                    Identifier S_DSPI5 reused	S_DSPI5	4013	22	5.7 No identifier name should be reused
                    Identifier S_EMIOS0 reused	S_EMIOS0	4055	22	5.7 No identifier name should be reused
                    Identifier S_EMIOS1 reused	S_EMIOS1	4054	22	5.7 No identifier name should be reused
                    Identifier S_FIRC reused	S_FIRC	3757	22	5.7 No identifier name should be reused
                    Identifier S_FLEXCAN0 reused	S_FLEXCAN0	4008	22	5.7 No identifier name should be reused
                    Identifier S_FLEXCAN1 reused	S_FLEXCAN1	4007	22	5.7 No identifier name should be reused
                    Identifier S_FLEXCAN2 reused	S_FLEXCAN2	4006	22	5.7 No identifier name should be reused
                    Identifier S_FLEXCAN3 reused	S_FLEXCAN3	4005	22	5.7 No identifier name should be reused
                    Identifier S_FLEXCAN4 reused	S_FLEXCAN4	4004	22	5.7 No identifier name should be reused
                    Identifier S_FLEXCAN5 reused	S_FLEXCAN5	4003	22	5.7 No identifier name should be reused
                    Identifier S_FMPLL reused	S_FMPLL	3755	22	5.7 No identifier name should be reused
                    Identifier S_FXOSC reused	S_FXOSC	3756	22	5.7 No identifier name should be reused
                    Identifier S_I2C0 reused	S_I2C0	4040	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX0 reused	S_LINFLEX0	4038	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX1 reused	S_LINFLEX1	4037	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX2 reused	S_LINFLEX2	4036	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX3 reused	S_LINFLEX3	4035	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX4 reused	S_LINFLEX4	4034	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX5 reused	S_LINFLEX5	4033	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX6 reused	S_LINFLEX6	4032	22	5.7 No identifier name should be reused
                    Identifier S_LINFLEX7 reused	S_LINFLEX7	4031	22	5.7 No identifier name should be reused
                    Identifier S_LOCK reused	S_LOCK	4253	34	5.7 No identifier name should be reused
                    Identifier S_MRI reused	S_MRI	3819	22	5.7 No identifier name should be reused
                    Identifier S_MTI reused	S_MTI	3818	22	5.7 No identifier name should be reused
                    Identifier S_MTRANS reused	S_MTRANS	3746	22	5.7 No identifier name should be reused
                    Identifier S_MVR reused	S_MVR	3751	22	5.7 No identifier name should be reused
                    Identifier S_NMA reused	S_NMA	3821	22	5.7 No identifier name should be reused
                    Identifier S_OSC reused	S_OSC	4189	22	5.7 No identifier name should be reused
                    Identifier S_PDO reused	S_PDO	3749	22	5.7 No identifier name should be reused
                    Identifier S_PIT_RTI reused	S_PIT_RTI	4051	22	5.7 No identifier name should be reused
                    Identifier S_RTC_API reused	S_RTC_API	4052	22	5.7 No identifier name should be reused
                    Identifier S_SEA reused	S_SEA	3822	22	5.7 No identifier name should be reused
                    Identifier S_SIRC reused	S_SIRC	4227	22	5.7 No identifier name should be reused
                    Identifier S_SIUL reused	S_SIUL	4058	22	5.7 No identifier name should be reused
                    Identifier S_SYSCLK reused	S_SYSCLK	3758	22	5.7 No identifier name should be reused
                    Identifier S_WKPU reused	S_WKPU	4057	22	5.7 No identifier name should be reused
                    Identifier TARGET_MODE reused	TARGET_MODE	3765	22	5.7 No identifier name should be reused
                    Identifier TCD reused	TCD	5449	28	5.7 No identifier name should be reused
                    Identifier TCF reused	TCF	4923	21	5.7 No identifier name should be reused
                    Identifier TCF reused	TCF	5599	22	5.7 No identifier name should be reused
                    Identifier TCFRE reused	TCFRE	5621	22	5.7 No identifier name should be reused
                    Identifier TCNT reused	TCNT	5570	22	5.7 No identifier name should be reused
                    Identifier TCR reused	TCR	5573	6	5.7 No identifier name should be reused
                    Identifier TCTRL reused	TCTRL	4873	10	5.7 No identifier name should be reused
                    Identifier TDFBM reused	TDFBM	3340	22	5.7 No identifier name should be reused
                    Identifier TDFBM reused	TDFBM	3665	22	5.7 No identifier name should be reused
                    Identifier TDFL reused	TDFL	2899	22	5.7 No identifier name should be reused
                    Identifier TDFLTFC reused	TDFLTFC	3163	22	5.7 No identifier name should be reused
                    Identifier TDFLTFC reused	TDFLTFC	3499	22	5.7 No identifier name should be reused
                    Identifier TDLIS reused	TDLIS	3342	22	5.7 No identifier name should be reused
                    Identifier TDLIS reused	TDLIS	3667	22	5.7 No identifier name should be reused
                    Identifier TEN reused	TEN	2636	22	5.7 No identifier name should be reused
                    Identifier TEN reused	TEN	4871	26	5.7 No identifier name should be reused
                    Identifier TEST reused	TEST	3787	22	5.7 No identifier name should be reused
                    Identifier TEST reused	TEST	3887	6	5.7 No identifier name should be reused
                    Identifier TEST reused	TEST	4084	22	5.7 No identifier name should be reused
                    Identifier TEST reused	TEST	4549	22	5.7 No identifier name should be reused
                    Identifier TFBM reused	TFBM	3166	34	5.7 No identifier name should be reused
                    Identifier TFBM reused	TFBM	3502	34	5.7 No identifier name should be reused
                    Identifier TFFF reused	TFFF	5605	22	5.7 No identifier name should be reused
                    Identifier TFFFDIRS reused	TFFFDIRS	5627	22	5.7 No identifier name should be reused
                    Identifier TFFFRE reused	TFFFRE	5626	22	5.7 No identifier name should be reused
                    Identifier TFLG reused	TFLG	4881	10	5.7 No identifier name should be reused
                    Identifier TFUF reused	TFUF	5603	22	5.7 No identifier name should be reused
                    Identifier TFUFRE reused	TFUFRE	5624	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	491	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	501	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	511	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	521	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	942	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	952	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	1614	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	1624	22	5.7 No identifier name should be reused
                    Identifier THRH reused	THRH	1634	22	5.7 No identifier name should be reused
                    Identifier THRHLR0 reused	THRHLR0	495	6	5.7 No identifier name should be reused
                    Identifier THRHLR0 reused	THRHLR0	1618	6	5.7 No identifier name should be reused
                    Identifier THRHLR1 reused	THRHLR1	505	6	5.7 No identifier name should be reused
                    Identifier THRHLR1 reused	THRHLR1	1628	6	5.7 No identifier name should be reused
                    Identifier THRHLR2 reused	THRHLR2	515	6	5.7 No identifier name should be reused
                    Identifier THRHLR2 reused	THRHLR2	1638	6	5.7 No identifier name should be reused
                    Identifier THRHLR3 reused	THRHLR3	525	6	5.7 No identifier name should be reused
                    Identifier THRHLR4 reused	THRHLR4	946	6	5.7 No identifier name should be reused
                    Identifier THRHLR5 reused	THRHLR5	956	6	5.7 No identifier name should be reused
                    Identifier THRL reused	THRL	493	22	5.7 No identifier name should be reused
                    Identifier THRL reused	THRL	503	22	5.7 No identifier name should be reused
